,Topic_Num,Topic_Perc_Contrib,Keywords,Text
36,37.0,0.5941,"rock, age, date, monazite, crust, exhumation, deformation, crustal, record, metamorphism","Mesozoic to Cenozoic tectono metamorphic history of the South Pamir Hindu Kush (Chitral, NW Pakistan): Insights from phase equilibria modelling, and garnet monazite petrochronology The KarakoramHindu KushPamir and adjacent Tibetan plateau belt comprise a series of Gondwanaderived crustal fragments that successively accreted to the Eurasian margin in the Mesozoic as the result of the progressive Tethys ocean closure. These domains provide unique insights into the thermal and structural history of the Mesozoic to Cenozoic Eurasian plate margin, which are critical to inform the initial boundary conditions (e.g. crustal thickness, structure and thermomechanical properties) for the subsequent development of the large and hot TibetanHimalaya orogen, and the associated crustal deformation processes. Using a combination of microstructural analyses, thermobarometry modelling and UThPb monazite and LuHf garnet geochronology, the study reappraises the metamorphic history of exposed midcrustal metapelites in the Chitral region of the South PamirHindu Kush (NW Pakistan). This study also demonstrates that trace elements in monazite (especially Y and Dy), combined with thermodynamical modelling and LuHf garnet dating, provides a powerful integrated toolbox for constraining longlived and polyphased tectonometamorphic histories in all their spatial and temporal complexity. Rocks from the Chitral region were progressively deformed and metamorphosed at sub and suprasolidus conditions through at least four distinct episodes from the Mesozoic to the Cenozoic. Rocks were first metamorphosed at ~400500 C and ~0.3 GPa in the Late TriassicEarly Jurassic (210185 Ma), likely in response to the accretion of the Karakoram during the Cimmerian orogeny. Pressure and temperature subsequently increased by ~0.3 GPa and 100 C in the Early to Mid Cretaceous (14080 Ma), coinciding with the intrusion of calcalkaline granitic plutons across the Karakoram and Pamir regions. This event is interpreted as the record of crustal thickening and the development of a protoplateau within the Eurasian margin due to a longlived episode of slab flattening in an Andeantype margin. Peak metamorphism was reached in the Late EoceneEarly Oligocene (4030 Ma) at conditions of 580600 C and ~0.6 GPa and 700750 C and 0.70.8 GPa for the investigated staurolite schists and sillimanite migmatites respectively. This crustal heating up to moderate anatexis likely resulted in the underthrusting of the Indian plate after a NeoTethyan slabbreak off or to the Tethyan HimalayaLhasa microcontinent collision and subsequent oceanic slab flattening. Nearisothermal decompression/exhumation followed in the Late Oligocene (2823 Ma) as marked by a pressure decrease in excess of ~0.1 GPa. This event was coeval with the intrusion of the 24 Ma Garam Chasma leucogranite. This rapid exhumation is interpreted to be related to the reactivation of the South PamirKarakoram suture zone during the ongoing collision with India. The findings of this study confirm that significant crustal shortening and thickening of the south Eurasian margin occurred during the Mesozoic in an accretionarytype tectonic setting through successive episodes of terrane accretions and probably slab flattening, transiently increasing the coupling at the plate interface. Moreover, they indicate that the south Eurasian margin was already hot and thickened prior to Cenozoic collision with India, which has important implications for orogenscale strainaccommodation mechanisms."
37,38.0,0.3331,"relationship, influence, factor, structure, variation, result, explain, pattern, control, gradient","Quantifying bedrock fracture patterns within the shallow subsurface: Implications for rock mass strength, bedrock landslides, and erodibility The role of bedrock fractures and rock mass strength is often considered a primary influence on the efficiency of surface processes and the morphology of landscapes. Quantifying bedrock characteristics at hillslope scales, however, has proven difficult. Here, we present a new field-based method for quantifying the depth and apparent density of bedrock fractures within the shallow subsurface based on seismic refraction surveys. We examine variations in subsurface fracture patterns in both Fiordland and the Southern Alps of New Zealand to better constrain the influence of bedrock properties in governing rates and patterns of landslides, as well as the morphology of threshold landscapes. We argue that intense tectonic deformation produces uniform bedrock fracturing with depth, whereas geomorphic processes produce strong fracture gradients focused within the shallow subsurface. Additionally, we argue that hillslope strength and stability are functions of both the intact rock strength and the density of bedrock fractures, such that for a given intact rock strength, a threshold fracture-density exists that delineates between stable and unstable rock masses. In the Southern Alps, tectonic forces have pervasively fractured intrinsically weak rock to the verge of instability, such that the entire rock mass is susceptible to failure and landslides can potentially extend to great depths. Conversely, in Fiordland, tectonic fracturing of the strong intact rock has produced fracture densities less than the regional stability threshold. Therefore, bedrock failure in Fiordland generally occurs only after geomorphic fracturing has further reduced the rock mass strength. This dependence on geomorphic fracturing limits the depths of bedrock landslides to within this geomorphically weakened zone."
38,39.0,0.5174,"impact, environmental, production, energy, technology, product, potential, reduce, demand, system","Comparative analysis of energy intensity and carbon emissions in wastewater treatment in USA, Germany, China and South Africa Currently almost all wastewater treatment plants (WWTPs) require a large amount of energy input to process the influent, mostly as electricity, and the associated carbon emissions are in aggregate significant. In order to achieve carbon neutrality, it is important to understand direct and indirect carbon emissions generated by WWTPs. Here, we focused on electricity use in WWTPs as it is a major source of carbon emissions. Specifically, we compared the electricity intensity and associated carbon emissions of WWTPs in four countries: the USA, Germany, China, and South Africa. We found that 100% energy self-sufficient WWTPs are feasible by a combination of increased energy efficiency and energy harvesting from the wastewater. Carbon emissions of WWTPs depend strongly on the electricity fuel mix, wastewater treatment technologies, treatment capacity, and influent and effluent water quality. A few WWTPs operating in developed countries (USA and Germany) have already achieved almost 100% (or higher) electricity self-sufficiency through energy efficiency and harvesting biogas and electricity. In comparison with Germany, WWTPs in the USA are more heterogeneous and the range of unit carbon emission intensity is much wider. In some areas where the organic content in wastewater is lower and less biogas is produced, it is still possible to achieve energy self-sufficiency by using thermal energy from wastewater. Industrial wastewater in China in general consumes more electricity and the carbon intensity of electricity is also higher, resulting in much higher unit carbon emissions as compared with other countries. In megacities such as Shanghai, larger capacity of centralized WWTPs can decrease the unit carbon emissions significantly. These findings provide a global perspective on the state of WWTPs and are helpful to improve the understanding, designing and operating of WWTPs from the perspective of achieving carbon neutrality."
39,40.0,0.4509,"resource, management, risk, policy, environmental, human, strategy, development, adaptation, social","Can information outreach increase participation in community-driven development? A field experiment near Bwindi National Park, Uganda Decentralization and community-driven development intend to bring public decisions closer to the people, yet elites often capture local institutions. One way that local elites capture community-driven development is to limit information about opportunities for citizens to shape group decisions. We investigate whether sending citizens targeted and timely information about when and how they can participate in the planning of community-driven development projects increases knowledge, participation, and satisfaction with local institutions. We implemented a pre-registered randomized field experiment in partnership with the Uganda Wildlife Authority that involved sending residents in randomly selected villages near Bwindi National Park approximately 60 messages by mobile phone over eight months about how a park-sponsored revenue sharing program worked and how and when residents could participate. We do not find evidence that the information increased perceived knowledge, participation, perceived efficacy, or satisfaction with local institutions. Exploratory findings suggest that among women, who are often disenfranchised in Ugandan society, the information treatment backfired related to perceived opportunities to participate. More positively, we find that reaching more people in a community with information led to promising results related to participation and satisfaction with the park. We conclude that informational treatments are unlikely to empower participation on average, unless they are deployed broadly and in ways that promote collective action."
40,41.0,0.4809,"rate, sediment, erosion, landscape, basin, erosion_rate, slope, evolution, topography, incision",Collaborative Research: Orogeny orography and unsteady erosion: evolution of the Himalaya Many aspects of climate-erosion-tectonic interactions remain unresolved. This research attempts to understand how Himalayan rates of erosion vary as a function of space and time and what drives such changes. Some detrital cooling-age data suggest that irrespective of how spatially irregular erosion may be at short time scales erosion rates become much steadier at longer time scales. This research will test that contention. The PIs hypothesize that at decadal to millennial scales spatial variations in rainfall distributions modulate differences in erosion rates. Specific stream power (the product of discharge and channel gradient) is hypothesized to provide a reliable proxy for modern erosion rates. To underpin tests of these hypotheses the PIs have developed and calibrated the highest resolution remotely sensed data on rainfall currently available for the Himalaya. When combined with digital topography rainfall is routed through the Himalayan landscape and predicts pronounced along-strike variations in stream power. To test whether stream power successfully predicts variations in erosion rates the PIs will collect 50 detrital cosmogenic nuclide samples within 10 catchments that exhibit strong contrasts in stream power. With judicious placement of sampling sites this large new data set should also permit testing of a much-debated question: is the rate of erosion controlled by large trunk rivers or by the erosive power of much smaller catchments (<20 km2) that cover most of the landscape? In order to assess the extent to which erosion rates change at longer time scales the PIs will collect relief transects of bedrock samples in each of the CRN-sampled catchments and will measure ~100 cooling ages each for apatite zircon and muscovite representing closure temperatures of ~80° ~200° and ~375°C respectively. Reflecting different times and depths of cooling these ages will be analyzed using thermokinematic models to create reliable reconstructions of temporal changes in erosion rates at each of 10 catchments. Furthermore the PIs current analysis suggests that topographic relief exerts a fundamental control on the distribution of Himalayan rainfall and that valleys of large rivers guide moisture into the orogen. At time scales for which Himalayan topography and climate are constant spatial variations in rainfall stream power and hence erosion are therefore envisioned to remain steady. The Himalayas however are an active collisional orogen in which rocks advect laterally faster than they move vertically. The PIs hypothesize that topography also advects laterally especially in the rain shadow north of the Himalayan peaks where erosion rates appear lower. Moreover this advection is hypothesized to cause major re-organization of Himalayan drainages and related topography. If so new avenues for rainfall to move into the orogen will open old ones will close and as a consequence new patterns of erosion should emerge. As advection leads to stream capture and creation of new Transhimalayan rivers with greatly enhanced erosive power other trunk channels will be beheaded thereby losing power. Such changes in stream power should be expressed by changes in both erosion rates and topographic relief. The PIs propose to test these novel ideas by reconstructing changes in topographic relief using bedrock cooling ages both from their relief transects and from equal-elevation transects. Such dynamic Transhimalayan channels would stand in contrast to the persistence of rivers at the Himalayan indentor corners. Despite the challenges presented by Himalayan landscapes they provide a propitious setting: stark lateral variations exist in rainfall erosion and topography; cooling ages are almost ubiquitously reset and strong signals of differential erosion should rise above the inevitable geomorphic and tectonic noise
41,42.0,0.3793,"change, climate, climate_change, response, impact, future, ecosystem, scenario, global, shift","What is the importance of climate model bias when projecting the impacts of climate change on land surface processes? Regional climate change impact (CCI) studies have widely involved downscaling and bias correcting (BC) global climate model (GCM)-projected climate for driving land surface models. However, BC may cause uncertainties in projecting hydrologic and biogeochemical responses to future climate due to the impaired spatiotemporal covariance of climate variables and a breakdown of physical conservation principles. Here we quantify the impact of BC on simulated climate-driven changes in water variables (evapotranspiration (ET), runoff, snow water equivalent (SWE), and water demand for irrigation), crop yield, biogenic volatile organic compounds (BVOC), nitric oxide (NO) emissions, and dissolved inorganic nitrogen (DIN) export over the Pacific Northwest (PNW) region. We also quantify the impacts on net primary production (NPP) over a small watershed in the region (HJ-Andrews). Simulation results from the coupled ECHAM5MPI-OM model with A1B emission scenario were first dynamically downscaled to 12 km resolution with the WRF model. Then a quantile-mapping-based statistical downscaling model was used to downscale them into 1/16 resolution daily climate data over historical and future periods. Two climate data series were generated, with bias correction (BC) and without bias correction (NBC). Impact models were then applied to estimate hydrologic and biogeochemical responses to both BC and NBC meteorological data sets. These impact models include a macroscale hydrologic model (VIC), a coupled cropping system model (VIC-CropSyst), an ecohydrological model (RHESSys), a biogenic emissions model (MEGAN), and a nutrient export model (Global-NEWS). Results demonstrate that the BC and NBC climate data provide consistent estimates of the climate-driven changes in water fluxes (ET, runoff, and water demand), VOCs (isoprene and monoterpenes) and NO emissions, mean crop yield, and river DIN export over the PNW domain. However, significant differences rise from projected SWE, crop yield from dry lands, and HJ-Andrewss ET between BC and NBC data. Even though BC post-processing has no significant impacts on most of the studied variables when taking PNW as a whole, their effects have large spatial variations and some local areas are substantially influenced. In addition, there are months during which BC and NBC post-processing produces significant differences in projected changes, such as summer runoff. Factor-controlled simulations indicate that BC post-processing of precipitation and temperature both substantially contribute to these differences at regional scales. We conclude that there are trade-offs between using BC climate data for offline CCI studies versus directly modeled climate data. These trade-offs should be considered when designing integrated modeling frameworks for specific applications; for example, BC may be more important when considering impacts on reservoir operations in mountainous watersheds than when investigating impacts on biogenic emissions and air quality, for which VOCs are a primary indicator."
42,43.0,0.5956,"program, include, work, ucsb, collection, goal, provide, develop, year, support",SCEC3 Participation: SCEC Borehole Instrumentation Center The SCEC borehole program continues to be a collaborative effort between SCEC and other agencies to maintain the existing network of borehole stations in California and to facilitate the integration of this data into CISN and the SCEC data center. The borehole program is highly leveraged taking advantage of the resources of other programs and agencies that are active in monitoring southern California earthquake activity. This data is made available online to the public and research community. The SCEC borehole data gathering effort is contributing to the overall scientific goals of the SCEC collaboratory. For example the borehole data available online at the SCEDC and at IRIS from the SCEC/PBO stations in the Anza region are providing a unique new high-resolution data set for analysis of earthquake source parameters (Priority A4) as well as providing observations of non-volcanic tremor induced events in the region following large regional and very large global earthquakes. In addition the borehole instrumentation is critical to improving our understanding of nonlinear effects and to developing methodologies to include these effects into ground motion simulations (Priority B4 B5). As has been the case for many years joint monitoring efforts continue between SCEC and the US Geological Survey and Caltech through ANSS NSMP and CISN and the California Geological Survey to maintain the existing network of borehole stations. Other collaborators include the NSF funded NEES and HPWREN programs as well as a newly funded NSF project to look at the San Jacinto Fault zone including the installation of additional borehole sensors. In 2011 SCEC borehole stations will continue to be upgraded along with the CISN network stations in southern California. This includes migration to new datalogger technology and the upgrade of surface sensors. As the SCEC borehole stations come up on the schedule for network wide upgrades we will continue to work with the SCSN field technicians during the upgrade process. The SCEC borehole program will also continue the collaboration with the NEES program (Priority B6) through processing and data dissemination of the SCEC borehole data; the SCEC/EarthScope Plate Boundary Observatory borehole strainmeter program that includes both weak- and strong-motion seismic monitoring in the Anza region; and the strong-motion borehole sensors being installed as part of a new NSF funded study of the San Jacinto fault zone.
43,44.0,0.6278,"management, fishery, fish, specie, marine, mpa, potential, connectivity, benefit, reserve",MPA-Based Collaborative Techniques to Improve Management of Nearshore Fisheries Spatially structured data poor stocks are among the most valuable fisheries in California. Effective management of these stocks is suboptimal due to the lack of stock status indicators and unknown quantitative reference points. Stock assessments are the basic framework for computing stock status indicators yet many nearshore species lack the necessary data to perform traditional stock assessments. Moreover many stocks in the nearshore environment are governed by metapopulation dynamics (Gunderson et al. 2006) in which discrete populations are connected via larval dispersal (Kritzer and Sale 2004). For these species traditional coast-wide assessments are insufficient to account for differences in mortality rates growth rates reproductive patterns and harvest pressure between sub populations (Francis et al. 2008) thus reducing the potential to set harvest levels at predetermined target levels. The spiny lobster (Panulirus interruptus) is an economically culturally and ecologically important species in California. During the 2007-08 fishing season for example 167 active commercial permits landed 306t (metric) with an ex- vessel value of ~$7.22 million. A vigorous recreational fishery is also formed around this species and initial analyses of recreational report cards issued by the California Department of Fish and Game (CDFG) suggest that this sector contributes significantly to the total catch. In December of 2009 the authors participated in a workshop convened by CDFG that outlined needs and objectives for completion of a stock assessment by December 2010. Stock assessment biologists and independent consultants (Marine Stewardship Council) have determined that estimates of fishing mortality natural mortality and growth rates are critical to performing a robust assessment of the spiny lobster resource. Californias nearshore finfish fishery targets multiple species using hook-and-line and trap gear. Although the total statewide volume of commercial landings in the nearshore groundfish fishery has been modest in recent years (224 tons landed commercially in California waters in 2006) many of theA(and net revenues of $2.2 million in 2006). Grass rockfish (Sebastes rastrelliger) is one of the predominantly landed stocks of the 19 species managed under the Nearshore Fisheries Management Plan (Nearshore FMP 2002). Sufficient data to evaluate stock status of grass rockfish and a majority of the other species in the Nearshore FMP are unavailable and therefore the complex is managed using the precautionary approach (Restrepo et al. 1998). The Reauthorization of the Magnuson Act now requires the setting of Annual Catch Limits (ACLs) for all US fisheries. To effectively set ACLs novel methods must be developed and utilized for these data poor species. The implementation of Marine Protected Areas (MPAs) along the California coast (MLPA) offers tremendous potential for managers to use these zones to guide decision making at local scales. No-take MPAs may serve as proxies for unfished populations at specific locations. By comparing MPAs to adjacent fished areas that experience similar environmental conditions it may be possible to calculate natural mortality and fishing mortality rates as well as design methods that set sustainable harvest levels at local scales. We have developed two novel methods for utilizing data from MPAs to inform fisheries management decisions for the nearshore and spiny lobster fisheries: (1) A decision tree model (Wilson et al. 2010) that can be used to set ACLs and (2) a length structured model that uses growth models and size structure data from inside and outside reserves to calculate rates of natural and fishery- imposed mortality. For spiny lobster the growth and mortality models developed in this proposal and the resulting outputs will be directly utilized in the upcoming stock assessment being performed by Doug Neilson of CDFG. We are in direct contact with Dr. Neilson and he has expressed a need for these data as soon as possible thus the urgency of this research is immediate. The decision tree-ACL model developed in this proposal and the recommended harvest levels for grass rockfish will be published in peer reviewed journals with the expectation of becoming a tool in the CDFG and NOAA Fisheries toolbox for setting ACLs which is also of immediate urgency. NOAA and CDFG stock assessment biologists with whom we collaborate (Alec MacCall NOAA Meisha Key CDFG) have expressed confidence that the decision tree- ACL model will be an accurate and practical tool for setting catch limits.
44,45.0,0.5964,"earthquake, fault, rupture, frequency, seismic, ground_motion, source, dynamic, large, velocity",Strong Ground Motions in Salt Lake City and Other Metropolitan Areas From Large Earthquakes on the Wasatch Fault Nearly 80% of the population of Utah lives near the Wasatch fault (Utah Geological Survey 1996). The metropolitan areas of Salt Lake City and Provo/Orem are among the most hazardous regions of the United States (USGS 1998). Besides the question: When will the next large earthquake occur? The most important question is: What will the ground motion be? Large earthquakes even moderate sized events are relatively rare on the Wasatch fault. The geological settingwhere most of the infrastructure and the population are sitting on alluvial filled valleys exacerbates the situation. We propose to mitigate the seismic risk by using dynamic and kinematic simulations of different earthquake scenarios to derive estimates of the expected ground motion from large earthquakes on the Wasatch fault. These simulations will account for: 1) geometry of the fault 2) the velocity structure in particular the 3D structure with sediments juxtaposed against the granite of the mountains 3) topography 4) heterogeneous stress on the fault and 5) physics of the constitutive laws for friction. Many different earthquake scenarios based on different hypocenters and variations of the input parameters will be simulated in order to determine the range of the ground motion. These simulations will provide ground motion for frequencies up to 1-2 Hz. We will make use of the extensive investigations already done for the Wasatch fault that document the geometry of the fault active tectonics and the velocity and attenuation structure. Recent USGS funded projects will provide more details about the 3D velocity structure as well as the near-surface velocities for some limited regions. Professor Robert Smith University of Utah has been either directly or indirectly involved with most of the studies that provide these basic data. We have used the 3D community velocity model and the USGS description of the fault geometry as the baseline for our simulations. We have incorporated these features in our initial simulations of the dynamics of a spontaneously propagating fracture. We use the finite element code MAFE [Ma and Beroza 2008; Ma and Archuleta 2006; Ma et al. 2007] to simulate dynamic ruptures on dipping faults. The dynamics includes heterogeneous stress conditions and a slip weakening constitutive law for friction that couples the heterogeneous stresses on the fault with the elastic response during a spontaneous shear fracture. While this method includes the realistic effects of geology fault structure and the physics of a spontaneously propagating shear fracture the ground motion is computationally limited to frequencies less than 1-2 Hz. To extend the frequency range to higher frequencies ~10-20 Hz we will collaborate with Professor Jacobo Bielak Carnegie Mellon University who has developed a hierarchical finite element method that can take our dynamic results of faulting as input to a kinematic model and propagate the motion to higher frequencies. With many different faulting scenarios there will be many different ground motion maps. The purpose of the project is to estimate the range of ground motion that should be expected from a MW ~7 earthquake on the Wasatch Fault. Preliminary results for normal faulting earthquakes show that the ground motion on the hanging wall (the side of the fault where most of population resides) has large ground motion and long duration due both to the proximity of the fault plane and the sediment filled basin. The largest amplitudes are within ¬±5 km of the fault trace with the largest amplitudes on the vertical component. Basically we have very limited direct knowledge of what to expect from a large normal-faulting earthquake. Through simulations of many scenario earthquakes that include realistic geological structure and fault geometries we will provide robust estimates for the expected ground motion from a MW~7 earthquake on the Wasatch fault.
45,46.0,0.5384,"map, base, resolution, image, mapping, accuracy, spectral, index, error, sensor","Hierarchical Multiple Endmember Spectral Mixture Analysis (MESMA) of hyperspectral imagery for urban environments Remote sensing has considerable potential for providing accurate, up-to-date information in urban areas. Urban remote sensing is complicated, however, by very high spectral and spatial complexity. In this paper, Multiple Endmember Spectral Mixture Analysis (MESMA) was applied to map urban land cover using HyMap data acquired over the city of Bonn, Germany. MESMA is well suited for urban environments because it allows the number and types of endmembers to vary on a per-pixel basis, which allows controlling the large spectral variability in these environments. We employed a hierarchical approach, in which MESMA was applied to map four levels of complexity ranging from the simplest level consisting of only two classes, impervious and pervious, to 20 classes that differentiated material composition and plant species. Lower levels of complexity, mapped at the highest accuracies, were used to constrain spatially models at higher levels of complexity, reducing spectral confusion between materials. A spectral library containing 1521 endmembers was created from the HyMap data. Three endmember selection procedures, Endmember Average RMS (EAR), Minimum Average Spectral Angle (MASA) and Count Based Endmember Selection (COB), were used to identify the most representative endmembers for each level of complexity. Combined two-, three- or four-endmember models depending on the hierarchical level were applied, and the highest endmember fractions were used to assign a land cover class. Classification accuracies of 97.2% were achieved for the two lowest complexity levels, consisting of impervious and pervious classes, and a four class map consisting of vegetation, bare soil, water and built-up. At the next level of complexity, consisting of seven classes including trees, grass, bare soil, river, lakes/basins, road and roof/building, classification accuracies remained high at 81.7% with most classes mapped above 85% accuracy. At the highest level, consisting of 20 land cover classes, a 75.9% classification accuracy was achieved. The ability of MESMA to incorporate within-class spectral variability, combined with a hierarchical approach that uses spatial information from one level to constrain model selection at a higher level of complexity was shown to be particularly well suited for urban environments."
